Ensembl_ID,Change,Name,Biotype,Chr,Length,Exonic Length,TSS_Downregulated,Downstream_Promoter_Downregulated,Gene_Body_Downregulated,Upstream_Promoter_Downregulated,TSS_Nondifferential,Downstream_Promoter_Nondifferential,Gene_Body_Nondifferential,Upstream_Promoter_Nondifferential,TSS_Upregulated,Downstream_Promoter_Upregulated,Gene_Body_Upregulated,Upstream_Promoter_Upregulated
ENSG00000003756,Nondifferential,RBM5,protein_coding,3,30114.0,3188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000004059,Nondifferential,ARF5,protein_coding,7,3361.0,1103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000004139,Nondifferential,SARM1,protein_coding,17,32388.0,10309.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ENSG00000004142,Nondifferential,POLDIP2,protein_coding,17,10346.0,2121.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
ENSG00000004399,Upregulated,PLXND1,protein_coding,3,51644.0,7094.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0
ENSG00000004455,Downregulated,AK2,protein_coding,1,28887.0,3586.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
ENSG00000004478,Nondifferential,FKBP4,protein_coding,12,10471.0,3732.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000004487,Downregulated,KDM1A,protein_coding,1,64196.0,3059.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ENSG00000004534,Nondifferential,RBM6,protein_coding,3,137208.0,4010.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0
ENSG00000004660,Upregulated,CAMKK1,protein_coding,17,32730.0,3563.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0
ENSG00000004700,Nondifferential,RECQL,protein_coding,12,32683.0,3702.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000004766,Nondifferential,VPS50,protein_coding,7,128782.0,5736.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0
ENSG00000004779,Nondifferential,NDUFAB1,protein_coding,16,14421.0,885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000004799,Downregulated,PDK4,protein_coding,7,12993.0,3576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000004846,Upregulated,ABCB5,protein_coding,7,141803.0,5811.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0
ENSG00000004864,Upregulated,SLC25A13,protein_coding,7,201927.0,3192.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0
ENSG00000004866,Upregulated,ST7,protein_coding,7,270581.0,2899.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,12.0,0.0
ENSG00000004897,Nondifferential,CDC27,protein_coding,17,71564.0,5801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
ENSG00000004961,Nondifferential,HCCS,protein_coding,X,11778.0,2277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000004975,Nondifferential,DVL2,protein_coding,17,9205.0,3018.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000005007,Upregulated,UPF1,protein_coding,19,36299.0,5348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
ENSG00000005022,Nondifferential,SLC25A5,protein_coding,X,2920.0,1274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000005059,Nondifferential,MCUB,protein_coding,4,128522.0,2278.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
ENSG00000005075,Nondifferential,POLR2J,protein_coding,7,5790.0,932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000005100,Nondifferential,DHX33,protein_coding,17,28149.0,5618.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000005108,Upregulated,THSD7A,protein_coding,7,461842.0,10663.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0
ENSG00000005156,Nondifferential,LIG3,protein_coding,17,29250.0,8400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
ENSG00000005175,Nondifferential,RPAP3,protein_coding,12,44813.0,4370.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000005187,Downregulated,ACSM3,protein_coding,16,33880.0,2845.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ENSG00000005189,Nondifferential,REXO5,protein_coding,16,43170.0,2722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000005194,Nondifferential,CIAPIN1,protein_coding,16,19360.0,2182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000005206,Nondifferential,SPPL2B,protein_coding,19,26177.0,3456.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0
ENSG00000005238,Nondifferential,FAM214B,protein_coding,9,7452.0,5771.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000005243,Nondifferential,COPZ2,protein_coding,17,11612.0,895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0
ENSG00000005302,Nondifferential,MSL3,protein_coding,X,9741.0,3446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000005339,Upregulated,CREBBP,protein_coding,16,155673.0,10803.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,13.0,2.0
ENSG00000005379,Nondifferential,TSPOAP1,protein_coding,17,27530.0,7483.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000005436,Nondifferential,GCFC2,protein_coding,2,48284.0,4440.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000005448,Downregulated,WDR54,protein_coding,2,4026.0,1147.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000005469,Nondifferential,CROT,protein_coding,7,54101.0,3175.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ENSG00000005483,Nondifferential,KMT2E,protein_coding,7,99907.0,6874.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
ENSG00000005486,Nondifferential,RHBDD2,protein_coding,7,9928.0,1878.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
ENSG00000005700,Nondifferential,IBTK,protein_coding,6,77772.0,6054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
ENSG00000005801,Nondifferential,ZNF195,protein_coding,11,21295.0,3342.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
ENSG00000005810,Upregulated,MYCBP2,protein_coding,13,282387.0,14736.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,1.0,0.0,1.0,1.0,0.0
ENSG00000005812,Nondifferential,FBXL3,protein_coding,13,21897.0,3503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
ENSG00000005882,Nondifferential,PDK2,protein_coding,17,16878.0,3440.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
ENSG00000005884,Nondifferential,ITGA3,protein_coding,17,34371.0,4888.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0
ENSG00000005889,Nondifferential,ZFX,protein_coding,X,66345.0,7558.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0
ENSG00000005893,Nondifferential,LAMP2,protein_coding,X,32813.0,4030.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000006007,Nondifferential,GDE1,protein_coding,16,20457.0,2958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000006015,Upregulated,C19orf60,protein_coding,19,3612.0,839.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000006016,Downregulated,CRLF1,protein_coding,19,13614.0,1792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000006025,Nondifferential,OSBPL7,protein_coding,17,14399.0,3640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000006042,Upregulated,TMEM98,protein_coding,17,16379.0,4434.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
ENSG00000006062,Nondifferential,MAP3K14,protein_coding,17,27849.0,4583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,2.0
ENSG00000006118,Upregulated,TMEM132A,protein_coding,11,12679.0,3480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000006125,Nondifferential,AP2B1,protein_coding,17,139136.0,5702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000006194,Nondifferential,ZNF263,protein_coding,16,8518.0,3830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000006282,Upregulated,SPATA20,protein_coding,17,8762.0,2769.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000006327,Nondifferential,TNFRSF12A,protein_coding,16,2009.0,1133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000006432,Nondifferential,MAP3K9,protein_coding,14,86646.0,11169.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0
ENSG00000006451,Nondifferential,RALA,protein_coding,7,84642.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,0.0
ENSG00000006453,Nondifferential,BAIAP2L1,protein_coding,7,109418.0,3622.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,11.0,1.0
ENSG00000006459,Downregulated,KDM7A,protein_coding,7,92290.0,9272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
ENSG00000006468,Upregulated,ETV1,protein_coding,7,98719.0,6740.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
ENSG00000006530,Upregulated,AGK,protein_coding,7,104056.0,3849.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0
ENSG00000006534,Upregulated,ALDH3B1,protein_coding,11,18925.0,2786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
ENSG00000006576,Nondifferential,PHTF2,protein_coding,7,158712.0,5198.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0
ENSG00000006607,Nondifferential,FARP2,protein_coding,2,12920.0,6065.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0
ENSG00000006625,Nondifferential,GGCT,protein_coding,7,8224.0,1173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000006634,Upregulated,DBF4,protein_coding,7,33313.0,3907.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000006652,Nondifferential,IFRD1,protein_coding,7,25143.0,3397.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
ENSG00000006695,Upregulated,COX10,protein_coding,17,139149.0,2873.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
ENSG00000006704,Upregulated,GTF2IRD1,protein_coding,7,96600.0,5868.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,24.0,3.0
ENSG00000006712,Nondifferential,PAF1,protein_coding,19,5344.0,2066.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000006715,Nondifferential,VPS41,protein_coding,7,186267.0,5903.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,3.0,0.0
ENSG00000006740,Nondifferential,ARHGAP44,protein_coding,17,202104.0,4228.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
ENSG00000006744,Upregulated,ELAC2,protein_coding,17,25797.0,3148.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000006756,Nondifferential,ARSD,protein_coding,X,25382.0,5159.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000006757,Nondifferential,PNPLA4,protein_coding,X,29197.0,3372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000006831,Upregulated,ADIPOR2,protein_coding,12,97652.0,4018.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0
ENSG00000007001,Nondifferential,UPP2,protein_coding,2,259453.0,2435.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,1.0
ENSG00000007047,Nondifferential,MARK4,protein_coding,19,53992.0,5209.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
ENSG00000007080,Nondifferential,CCDC124,protein_coding,19,8896.0,1055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000007168,Nondifferential,PAFAH1B1,protein_coding,17,91870.0,5497.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,7.0,2.0
ENSG00000007202,Nondifferential,KIAA0100,protein_coding,17,30692.0,7407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000007237,Upregulated,GAS7,protein_coding,17,203945.0,8033.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,1.0,0.0,0.0,25.0,1.0
ENSG00000007255,Nondifferential,TRAPPC6A,protein_coding,19,15310.0,805.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000007341,Nondifferential,ST7L,protein_coding,1,95901.0,4528.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0
ENSG00000007372,Nondifferential,PAX6,protein_coding,11,26896.0,7300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0
ENSG00000007376,Upregulated,RPUSD1,protein_coding,16,3008.0,2159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000007384,Upregulated,RHBDF1,protein_coding,16,14573.0,2992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
ENSG00000007392,Nondifferential,LUC7L,protein_coding,16,40495.0,2097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000007520,Nondifferential,TSR3,protein_coding,16,2672.0,1243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000007541,Upregulated,PIGQ,protein_coding,16,14190.0,3006.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000007866,Upregulated,TEAD3,protein_coding,6,23480.0,2983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
ENSG00000007923,Nondifferential,DNAJC11,protein_coding,1,67757.0,3311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000007944,Nondifferential,MYLIP,protein_coding,6,19078.0,2796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000008018,Nondifferential,PSMB1,protein_coding,6,18225.0,928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000008083,Nondifferential,JARID2,protein_coding,6,275726.0,5755.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,26.0,2.0
ENSG00000008086,Nondifferential,CDKL5,protein_coding,X,131311.0,12533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000008130,Upregulated,NADK,protein_coding,1,28838.0,3653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0
ENSG00000008256,Downregulated,CYTH3,protein_coding,7,110869.0,4508.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,14.0,1.0
ENSG00000008277,Upregulated,ADAM22,protein_coding,7,268747.0,9334.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0
ENSG00000008282,Nondifferential,SYPL1,protein_coding,7,21829.0,2151.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
ENSG00000008283,Upregulated,CYB561,protein_coding,17,13880.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
ENSG00000008294,Nondifferential,SPAG9,protein_coding,17,158692.0,8273.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,1.0
ENSG00000008311,Upregulated,AASS,protein_coding,7,57690.0,3233.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ENSG00000008324,Nondifferential,SS18L2,protein_coding,3,13275.0,1047.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000008382,Nondifferential,MPND,protein_coding,19,16514.0,1611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ENSG00000008394,Upregulated,MGST1,protein_coding,12,29499.0,1331.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0
ENSG00000008405,Nondifferential,CRY1,protein_coding,12,102466.0,3267.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,3.0,1.0
ENSG00000008441,Upregulated,NFIX,protein_coding,19,74217.0,5459.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,3.0,14.0,2.0
ENSG00000008513,Upregulated,ST3GAL1,protein_coding,8,117073.0,6951.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0
ENSG00000008517,Upregulated,IL32,protein_coding,16,4345.0,1272.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
ENSG00000008710,Upregulated,PKD1,protein_coding,16,47189.0,14138.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
ENSG00000008838,Upregulated,MED24,protein_coding,17,34996.0,3896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
ENSG00000008853,Nondifferential,RHOBTB2,protein_coding,8,20621.0,5451.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0
ENSG00000008869,Nondifferential,HEATR5B,protein_coding,2,103446.0,6905.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ENSG00000008952,Downregulated,SEC62,protein_coding,3,31609.0,6568.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
ENSG00000008988,Downregulated,RPS20,protein_coding,8,7215.0,1826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000009307,Downregulated,CSDE1,protein_coding,1,41137.0,4312.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
ENSG00000009335,Nondifferential,UBE3C,protein_coding,7,130460.0,5229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
